League,GameTime,Teams,History
MLB,2025-06-04T02:11:00.000Z,New York Mets Los Angeles Dodgers,[6/2/2025 4:09:56 PM] Moneyline: +126 | Spread: +1.5 | SpreadOdds: -166 | Total: O 9 | TotalOdds: -110; [6/2/2025 4:41:47 PM] Moneyline: +126 | Spread: +1.5 | SpreadOdds: -166 | Total: O 9 | TotalOdds: -110; [6/3/2025 1:41:59 PM] Moneyline: +120 | Spread: +1.5 | SpreadOdds: -156 | Total: O 9 | TotalOdds: -120; [6/3/2025 3:18:28 PM] Moneyline: +120 | Spread: +1.5 | SpreadOdds: -162 | Total: O 9 | TotalOdds: -120; [6/3/2025 3:25:14 PM] Moneyline: +120 | Spread: +1.5 | SpreadOdds: -164 | Total: O 9 | TotalOdds: -120; [6/3/2025 3:27:39 PM] Moneyline: +120 | Spread: +1.5 | SpreadOdds: -164 | Total: O 9 | TotalOdds: -120;
MLB,2025-06-04T17:36:00.000Z,Los Angeles Angels Boston Red Sox,[6/3/2025 1:41:59 PM] Moneyline: +104 | Spread: +1.5 | SpreadOdds: -196 | Total: O 10 | TotalOdds: -105; [6/3/2025 3:18:28 PM] Moneyline: +108 | Spread: +1.5 | SpreadOdds: -194 | Total: O 10 | TotalOdds: -105; [6/3/2025 3:25:14 PM] Moneyline: +108 | Spread: +1.5 | SpreadOdds: -194 | Total: O 10 | TotalOdds: -105; [6/3/2025 3:27:39 PM] Moneyline: +108 | Spread: +1.5 | SpreadOdds: -194 | Total: O 10 | TotalOdds: -105;
MLB,2025-06-04T22:41:00.000Z,Houston Astros Pittsburgh Pirates,[6/3/2025 1:41:59 PM] Moneyline: -134 | Spread: -1.5 | SpreadOdds: +118 | Total: O 9 | TotalOdds: -105; [6/3/2025 3:18:28 PM] Moneyline: -134 | Spread: -1.5 | SpreadOdds: +118 | Total: O 9 | TotalOdds: -105; [6/3/2025 3:25:14 PM] Moneyline: -134 | Spread: -1.5 | SpreadOdds: +118 | Total: O 9 | TotalOdds: -105; [6/3/2025 3:27:39 PM] Moneyline: -134 | Spread: -1.5 | SpreadOdds: +118 | Total: O 9 | TotalOdds: -105;
MLB,2025-06-04T22:46:00.000Z,Chicago Cubs Washington Nationals,[6/3/2025 1:41:59 PM] Moneyline: -136 | Spread: -1.5 | SpreadOdds: +120 | Total: O 8.5 | TotalOdds: -115; [6/3/2025 3:18:28 PM] Moneyline: -136 | Spread: -1.5 | SpreadOdds: +120 | Total: O 8.5 | TotalOdds: -115; [6/3/2025 3:25:14 PM] Moneyline: -136 | Spread: -1.5 | SpreadOdds: +120 | Total: O 8.5 | TotalOdds: -115; [6/3/2025 3:27:39 PM] Moneyline: -136 | Spread: -1.5 | SpreadOdds: +120 | Total: O 8.5 | TotalOdds: -115;
MLB,2025-06-04T23:06:00.000Z,Cleveland Guardians New York Yankees,[6/3/2025 1:41:59 PM] Moneyline: +146 | Spread: +1.5 | SpreadOdds: -134 | Total: O 9 | TotalOdds: -115; [6/3/2025 3:18:28 PM] Moneyline: +154 | Spread: +1.5 | SpreadOdds: -126 | Total: O 9 | TotalOdds: -108; [6/3/2025 3:25:14 PM] Moneyline: +154 | Spread: +1.5 | SpreadOdds: -130 | Total: O 9 | TotalOdds: -105; [6/3/2025 3:27:39 PM] Moneyline: +154 | Spread: +1.5 | SpreadOdds: -130 | Total: O 9 | TotalOdds: -105;
MLB,2025-06-04T23:08:00.000Z,Philadelphia Phillies Toronto Blue Jays,[6/3/2025 1:41:59 PM] Moneyline: +102 | Spread: -1.5 | SpreadOdds: +162 | Total: O 9.5 | TotalOdds: +100; [6/3/2025 3:18:28 PM] Moneyline: +102 | Spread: -1.5 | SpreadOdds: +164 | Total: O 9.5 | TotalOdds: +102; [6/3/2025 3:25:14 PM] Moneyline: +102 | Spread: -1.5 | SpreadOdds: +164 | Total: O 9.5 | TotalOdds: +102; [6/3/2025 3:27:39 PM] Moneyline: -102 | Spread: -1.5 | SpreadOdds: +162 | Total: O 9 | TotalOdds: -115;
MLB,2025-06-04T23:16:00.000Z,Arizona Diamondbacks Atlanta Braves,[6/3/2025 1:41:59 PM] Moneyline: +142 | Spread: +1.5 | SpreadOdds: -150 | Total: O 8 | TotalOdds: -115; [6/3/2025 3:18:28 PM] Moneyline: +146 | Spread: +1.5 | SpreadOdds: -144 | Total: O 8 | TotalOdds: -115; [6/3/2025 3:25:14 PM] Moneyline: +146 | Spread: +1.5 | SpreadOdds: -144 | Total: O 8 | TotalOdds: -115; [6/3/2025 3:27:39 PM] Moneyline: +146 | Spread: +1.5 | SpreadOdds: -144 | Total: O 8 | TotalOdds: -115;
MLB,2025-06-04T23:36:00.000Z,Texas Rangers Tampa Bay Rays,[6/3/2025 3:18:28 PM] Moneyline: +108 | Spread: +1.5 | SpreadOdds: -196 | Total: O 9 | TotalOdds: -115; [6/3/2025 3:25:14 PM] Moneyline: +108 | Spread: +1.5 | SpreadOdds: -196 | Total: O 9 | TotalOdds: -115; [6/3/2025 3:27:39 PM] Moneyline: +108 | Spread: +1.5 | SpreadOdds: -196 | Total: O 9 | TotalOdds: -115;
MLB,2025-06-04T23:46:00.000Z,Kansas City Royals St. Louis Cardinals,[6/3/2025 1:41:59 PM] Moneyline: +104 | Spread: +1.5 | SpreadOdds: -220 | Total: O 8.5 | TotalOdds: +100; [6/3/2025 3:18:28 PM] Moneyline: +110 | Spread: +1.5 | SpreadOdds: -205 | Total: O 8.5 | TotalOdds: +100; [6/3/2025 3:25:14 PM] Moneyline: +110 | Spread: +1.5 | SpreadOdds: -205 | Total: O 8.5 | TotalOdds: +100; [6/3/2025 3:27:39 PM] Moneyline: +110 | Spread: +1.5 | SpreadOdds: -205 | Total: O 8.5 | TotalOdds: +100;
MLB,2025-06-05T01:41:00.000Z,Baltimore Orioles Seattle Mariners,[6/3/2025 1:41:59 PM] Moneyline: +116 | Spread: +1.5 | SpreadOdds: -184 | Total: O 8.5 | TotalOdds: +100; [6/3/2025 3:18:28 PM] Moneyline: +118 | Spread: +1.5 | SpreadOdds: -182 | Total: O 8.5 | TotalOdds: +100; [6/3/2025 3:25:14 PM] Moneyline: +118 | Spread: +1.5 | SpreadOdds: -182 | Total: O 8.5 | TotalOdds: +100; [6/3/2025 3:27:39 PM] Moneyline: +118 | Spread: +1.5 | SpreadOdds: -182 | Total: O 8.5 | TotalOdds: +100;
MLB,2025-06-05T01:46:00.000Z,San Diego Padres San Francisco Giants,[6/3/2025 3:18:28 PM] Moneyline: -108 | Spread: -1.5 | SpreadOdds: +168 | Total: O 7.5 | TotalOdds: +102; [6/3/2025 3:25:14 PM] Moneyline: -108 | Spread: -1.5 | SpreadOdds: +168 | Total: O 7.5 | TotalOdds: +102; [6/3/2025 3:27:39 PM] Moneyline: -108 | Spread: -1.5 | SpreadOdds: +168 | Total: O 7.5 | TotalOdds: +102;
MLB,2025-06-05T02:11:00.000Z,New York Mets Los Angeles Dodgers,[6/3/2025 1:41:59 PM] Moneyline: +118 | Spread: +1.5 | SpreadOdds: -178 | Total: O 9.5 | TotalOdds: +102; [6/3/2025 3:18:28 PM] Moneyline: +122 | Spread: +1.5 | SpreadOdds: -170 | Total: O 9.5 | TotalOdds: -102; [6/3/2025 3:25:14 PM] Moneyline: +122 | Spread: +1.5 | SpreadOdds: -170 | Total: O 9.5 | TotalOdds: -102; [6/3/2025 3:27:39 PM] Moneyline: +122 | Spread: +1.5 | SpreadOdds: -170 | Total: O 9.5 | TotalOdds: -102;
MLB,2025-06-05T22:41:00.000Z,Houston Astros Pittsburgh Pirates,[6/5/2025 4:33:53 PM] Moneyline: -144 | Spread: -1.5 | SpreadOdds: +116 | Total: O 7.5 | TotalOdds: -106; [6/5/2025 4:35:33 PM] Moneyline: -144 | Spread: -1.5 | SpreadOdds: +116 | Total: O 7.5 | TotalOdds: -106; [6/5/2025 5:07:23 PM] Moneyline: -144 | Spread: -1.5 | SpreadOdds: +114 | Total: O 7.5 | TotalOdds: -106; [6/5/2025 5:10:50 PM] Moneyline: -144 | Spread: -1.5 | SpreadOdds: +114 | Total: O 7.5 | TotalOdds: -106; [6/5/2025 5:15:07 PM] Moneyline: -144 | Spread: -1.5 | SpreadOdds: +114 | Total: O 7.5 | TotalOdds: -106; [6/5/2025 5:20:07 PM] Moneyline: -144 | Spread: -1.5 | SpreadOdds: +115 | Total: O 7.5 | TotalOdds: -106; [6/5/2025 5:25:06 PM] Moneyline: -144 | Spread: -1.5 | SpreadOdds: +115 | Total: O 7.5 | TotalOdds: -106;
MLB,2025-06-05T22:46:00.000Z,Chicago Cubs Washington Nationals,[6/5/2025 4:33:53 PM] Moneyline: -152 | Spread: -1.5 | SpreadOdds: +104 | Total: O 9.5 | TotalOdds: -122; [6/5/2025 4:35:33 PM] Moneyline: -152 | Spread: -1.5 | SpreadOdds: +104 | Total: O 9.5 | TotalOdds: -122; [6/5/2025 5:07:23 PM] Moneyline: -152 | Spread: -1.5 | SpreadOdds: +104 | Total: O 9.5 | TotalOdds: -122; [6/5/2025 5:10:50 PM] Moneyline: -152 | Spread: -1.5 | SpreadOdds: +104 | Total: O 9.5 | TotalOdds: -122; [6/5/2025 5:15:07 PM] Moneyline: -152 | Spread: -1.5 | SpreadOdds: +104 | Total: O 9.5 | TotalOdds: -122; [6/5/2025 5:20:07 PM] Moneyline: -152 | Spread: -1.5 | SpreadOdds: +104 | Total: O 9.5 | TotalOdds: -122; [6/5/2025 5:25:06 PM] Moneyline: -152 | Spread: -1.5 | SpreadOdds: +104 | Total: O 9.5 | TotalOdds: -122;
MLB,2025-06-05T23:06:00.000Z,Cleveland Guardians New York Yankees,[6/5/2025 4:33:53 PM] Moneyline: +220 | Spread: +1.5 | SpreadOdds: +112 | Total: O 8.5 | TotalOdds: -104; [6/5/2025 4:35:33 PM] Moneyline: +220 | Spread: +1.5 | SpreadOdds: +112 | Total: O 8.5 | TotalOdds: -104; [6/5/2025 5:07:23 PM] Moneyline: +220 | Spread: +1.5 | SpreadOdds: +112 | Total: O 8.5 | TotalOdds: -104; [6/5/2025 5:10:50 PM] Moneyline: +220 | Spread: +1.5 | SpreadOdds: +112 | Total: O 8.5 | TotalOdds: -104; [6/5/2025 5:15:07 PM] Moneyline: +220 | Spread: +1.5 | SpreadOdds: +112 | Total: O 8.5 | TotalOdds: -104; [6/5/2025 5:20:07 PM] Moneyline: +220 | Spread: +1.5 | SpreadOdds: +112 | Total: O 8.5 | TotalOdds: -104; [6/5/2025 5:25:06 PM] Moneyline: +220 | Spread: +1.5 | SpreadOdds: +112 | Total: O 8.5 | TotalOdds: -104;
MLB,2025-06-05T23:36:00.000Z,Texas Rangers Tampa Bay Rays,[6/5/2025 4:33:53 PM] Moneyline: +120 | Spread: +1.5 | SpreadOdds: -162 | Total: O 9 | TotalOdds: +100; [6/5/2025 4:35:33 PM] Moneyline: +120 | Spread: +1.5 | SpreadOdds: -162 | Total: O 9 | TotalOdds: +100; [6/5/2025 5:07:23 PM] Moneyline: +120 | Spread: +1.5 | SpreadOdds: -162 | Total: O 9 | TotalOdds: +100; [6/5/2025 5:10:50 PM] Moneyline: +120 | Spread: +1.5 | SpreadOdds: -162 | Total: O 9 | TotalOdds: +100; [6/5/2025 5:15:07 PM] Moneyline: +120 | Spread: +1.5 | SpreadOdds: -162 | Total: O 9 | TotalOdds: +100; [6/5/2025 5:20:07 PM] Moneyline: +120 | Spread: +1.5 | SpreadOdds: -162 | Total: O 9 | TotalOdds: +100; [6/5/2025 5:25:06 PM] Moneyline: +120 | Spread: +1.5 | SpreadOdds: -162 | Total: O 9 | TotalOdds: +100;
MLB,2025-06-05T23:46:00.000Z,Kansas City Royals St. Louis Cardinals,[6/5/2025 4:33:53 PM] Moneyline: +100 | Spread: -1.5 | SpreadOdds: +168 | Total: O 7 | TotalOdds: -115; [6/5/2025 4:35:33 PM] Moneyline: +100 | Spread: -1.5 | SpreadOdds: +168 | Total: O 7 | TotalOdds: -115; [6/5/2025 5:07:23 PM] Moneyline: +100 | Spread: -1.5 | SpreadOdds: +168 | Total: O 7 | TotalOdds: -114; [6/5/2025 5:10:50 PM] Moneyline: +100 | Spread: -1.5 | SpreadOdds: +168 | Total: O 7 | TotalOdds: -114; [6/5/2025 5:15:07 PM] Moneyline: +100 | Spread: -1.5 | SpreadOdds: +168 | Total: O 7 | TotalOdds: -114; [6/5/2025 5:20:07 PM] Moneyline: +100 | Spread: -1.5 | SpreadOdds: +168 | Total: O 7 | TotalOdds: -114; [6/5/2025 5:25:06 PM] Moneyline: +100 | Spread: -1.5 | SpreadOdds: +168 | Total: O 7 | TotalOdds: -114;
MLB,2025-06-06T22:46:00.000Z,Texas Rangers Washington Nationals,[6/5/2025 4:33:53 PM] Moneyline: -136 | Spread: -1.5 | SpreadOdds: +122 | Total: O 9.5 | TotalOdds: -115; [6/5/2025 4:35:33 PM] Moneyline: -136 | Spread: -1.5 | SpreadOdds: +118 | Total: O 9.5 | TotalOdds: -115; [6/5/2025 5:07:23 PM] Moneyline: -136 | Spread: -1.5 | SpreadOdds: +118 | Total: O 9.5 | TotalOdds: -115; [6/5/2025 5:10:50 PM] Moneyline: -136 | Spread: -1.5 | SpreadOdds: +118 | Total: O 9.5 | TotalOdds: -115; [6/5/2025 5:15:07 PM] Moneyline: -136 | Spread: -1.5 | SpreadOdds: +118 | Total: O 9.5 | TotalOdds: -115; [6/5/2025 5:20:07 PM] Moneyline: -136 | Spread: -1.5 | SpreadOdds: +118 | Total: O 9.5 | TotalOdds: -115; [6/5/2025 5:25:06 PM] Moneyline: -136 | Spread: -1.5 | SpreadOdds: +118 | Total: O 9.5 | TotalOdds: -115;
MLB,2025-06-06T23:06:00.000Z,Boston Red Sox New York Yankees,[6/5/2025 4:33:53 PM] Moneyline: +140 | Spread: +1.5 | SpreadOdds: -142 | Total: O 9 | TotalOdds: -105; [6/5/2025 4:35:33 PM] Moneyline: +140 | Spread: +1.5 | SpreadOdds: -138 | Total: O 9 | TotalOdds: -105; [6/5/2025 5:07:23 PM] Moneyline: +140 | Spread: +1.5 | SpreadOdds: -138 | Total: O 9 | TotalOdds: -105; [6/5/2025 5:10:50 PM] Moneyline: +140 | Spread: +1.5 | SpreadOdds: -138 | Total: O 9 | TotalOdds: -105; [6/5/2025 5:15:07 PM] Moneyline: +140 | Spread: +1.5 | SpreadOdds: -138 | Total: O 9 | TotalOdds: -105; [6/5/2025 5:20:07 PM] Moneyline: +140 | Spread: +1.5 | SpreadOdds: -138 | Total: O 9 | TotalOdds: -105; [6/5/2025 5:25:06 PM] Moneyline: +140 | Spread: +1.5 | SpreadOdds: -138 | Total: O 9 | TotalOdds: -105;
MLB,2025-06-06T23:11:00.000Z,Houston Astros Cleveland Guardians,[6/5/2025 4:33:53 PM] Moneyline: +100 | Spread: +1.5 | SpreadOdds: -205 | Total: O 8.5 | TotalOdds: +102; [6/5/2025 4:35:33 PM] Moneyline: +100 | Spread: +1.5 | SpreadOdds: -205 | Total: O 8.5 | TotalOdds: +102; [6/5/2025 5:07:23 PM] Moneyline: +100 | Spread: -1.5 | SpreadOdds: +172 | Total: O 8.5 | TotalOdds: +102; [6/5/2025 5:10:50 PM] Moneyline: +100 | Spread: -1.5 | SpreadOdds: +172 | Total: O 8.5 | TotalOdds: +102; [6/5/2025 5:15:07 PM] Moneyline: +100 | Spread: -1.5 | SpreadOdds: +172 | Total: O 8.5 | TotalOdds: +102; [6/5/2025 5:20:07 PM] Moneyline: +100 | Spread: -1.5 | SpreadOdds: +172 | Total: O 8.5 | TotalOdds: +102; [6/5/2025 5:25:06 PM] Moneyline: +100 | Spread: -1.5 | SpreadOdds: +172 | Total: O 8.5 | TotalOdds: +102;
MLB,2025-06-06T23:41:00.000Z,Kansas City Royals Chicago White Sox,[6/5/2025 4:33:53 PM] Moneyline: -180 | Spread: -1.5 | SpreadOdds: -110 | Total: O 8.5 | TotalOdds: +100; [6/5/2025 4:35:33 PM] Moneyline: -180 | Spread: -1.5 | SpreadOdds: -110 | Total: O 8.5 | TotalOdds: +100; [6/5/2025 5:07:23 PM] Moneyline: -180 | Spread: -1.5 | SpreadOdds: -110 | Total: O 8.5 | TotalOdds: +100; [6/5/2025 5:10:50 PM] Moneyline: -180 | Spread: -1.5 | SpreadOdds: -110 | Total: O 8.5 | TotalOdds: +100; [6/5/2025 5:15:07 PM] Moneyline: -180 | Spread: -1.5 | SpreadOdds: -110 | Total: O 8.5 | TotalOdds: +100; [6/5/2025 5:20:07 PM] Moneyline: -180 | Spread: -1.5 | SpreadOdds: -110 | Total: O 8.5 | TotalOdds: +100; [6/5/2025 5:25:06 PM] Moneyline: -180 | Spread: -1.5 | SpreadOdds: -110 | Total: O 8.5 | TotalOdds: +100;
MLB,2025-06-07T00:11:00.000Z,San Diego Padres Milwaukee Brewers,[6/5/2025 4:33:53 PM] Moneyline: +126 | Spread: +1.5 | SpreadOdds: -166 | Total: O 8.5 | TotalOdds: +100; [6/5/2025 4:35:33 PM] Moneyline: +126 | Spread: +1.5 | SpreadOdds: -166 | Total: O 8.5 | TotalOdds: +100; [6/5/2025 5:07:23 PM] Moneyline: +126 | Spread: +1.5 | SpreadOdds: -170 | Total: O 8.5 | TotalOdds: +100; [6/5/2025 5:10:50 PM] Moneyline: +126 | Spread: +1.5 | SpreadOdds: -170 | Total: O 8.5 | TotalOdds: +100; [6/5/2025 5:15:07 PM] Moneyline: +126 | Spread: +1.5 | SpreadOdds: -170 | Total: O 8.5 | TotalOdds: +100; [6/5/2025 5:20:07 PM] Moneyline: +126 | Spread: +1.5 | SpreadOdds: -170 | Total: O 8.5 | TotalOdds: +100; [6/5/2025 5:25:06 PM] Moneyline: +126 | Spread: +1.5 | SpreadOdds: -170 | Total: O 8.5 | TotalOdds: +100;
MLB,2025-06-07T00:41:00.000Z,New York Mets Colorado Rockies,[6/5/2025 4:33:53 PM] Moneyline: -330 | Spread: -1.5 | SpreadOdds: -196 | Total: O 10.5 | TotalOdds: +100; [6/5/2025 4:35:33 PM] Moneyline: -330 | Spread: -1.5 | SpreadOdds: -196 | Total: O 10.5 | TotalOdds: +100; [6/5/2025 5:07:23 PM] Moneyline: -330 | Spread: -1.5 | SpreadOdds: -205 | Total: O 10.5 | TotalOdds: +100; [6/5/2025 5:10:50 PM] Moneyline: -330 | Spread: -1.5 | SpreadOdds: -205 | Total: O 10.5 | TotalOdds: +100; [6/5/2025 5:15:07 PM] Moneyline: -330 | Spread: -1.5 | SpreadOdds: -205 | Total: O 10.5 | TotalOdds: +100; [6/5/2025 5:20:07 PM] Moneyline: -330 | Spread: -1.5 | SpreadOdds: -205 | Total: O 10.5 | TotalOdds: +100; [6/5/2025 5:25:06 PM] Moneyline: -330 | Spread: -1.5 | SpreadOdds: -205 | Total: O 10.5 | TotalOdds: +100;
MLB,2025-06-07T01:39:00.000Z,Seattle Mariners Los Angeles Angels,[6/5/2025 4:33:53 PM] Moneyline: -146 | Spread: -1.5 | SpreadOdds: +116 | Total: O 9 | TotalOdds: -122; [6/5/2025 4:35:33 PM] Moneyline: -146 | Spread: -1.5 | SpreadOdds: +116 | Total: O 9 | TotalOdds: -122; [6/5/2025 5:07:23 PM] Moneyline: -146 | Spread: -1.5 | SpreadOdds: +114 | Total: O 9 | TotalOdds: -122; [6/5/2025 5:10:50 PM] Moneyline: -146 | Spread: -1.5 | SpreadOdds: +114 | Total: O 9 | TotalOdds: -122; [6/5/2025 5:15:07 PM] Moneyline: -146 | Spread: -1.5 | SpreadOdds: +114 | Total: O 9 | TotalOdds: -122; [6/5/2025 5:20:07 PM] Moneyline: -146 | Spread: -1.5 | SpreadOdds: +114 | Total: O 9 | TotalOdds: -122; [6/5/2025 5:25:06 PM] Moneyline: -146 | Spread: -1.5 | SpreadOdds: +114 | Total: O 9 | TotalOdds: -122;
MLB,2025-06-07T02:16:00.000Z,Atlanta Braves San Francisco Giants,[6/5/2025 4:33:53 PM] Moneyline: -136 | Spread: -1.5 | SpreadOdds: +128 | Total: O 7.5 | TotalOdds: +100; [6/5/2025 4:35:33 PM] Moneyline: -136 | Spread: -1.5 | SpreadOdds: +128 | Total: O 7.5 | TotalOdds: +100; [6/5/2025 5:07:23 PM] Moneyline: -136 | Spread: -1.5 | SpreadOdds: +128 | Total: O 7.5 | TotalOdds: +100; [6/5/2025 5:10:50 PM] Moneyline: -136 | Spread: -1.5 | SpreadOdds: +128 | Total: O 7.5 | TotalOdds: +100; [6/5/2025 5:15:07 PM] Moneyline: -136 | Spread: -1.5 | SpreadOdds: +128 | Total: O 7.5 | TotalOdds: +100; [6/5/2025 5:20:07 PM] Moneyline: -136 | Spread: -1.5 | SpreadOdds: +128 | Total: O 7.5 | TotalOdds: +100; [6/5/2025 5:25:06 PM] Moneyline: -136 | Spread: -1.5 | SpreadOdds: +128 | Total: O 7.5 | TotalOdds: +100;

NBA,2025-06-06T00:30:00.000Z,Indiana Pacers Oklahoma City Thunder,[6/2/2025 11:59:01 AM] Moneyline: +320 | Spread: +9 | SpreadOdds: -106 | Total: O 230.5 | TotalOdds: -112; [6/2/2025 12:00:05 PM] Moneyline: +320 | Spread: +9 | SpreadOdds: -106 | Total: O 230.5 | TotalOdds: -112; [6/2/2025 12:02:01 PM] Moneyline: +320 | Spread: +9 | SpreadOdds: -106 | Total: O 230.5 | TotalOdds: -112; [6/2/2025 12:05:05 PM] Moneyline: +320 | Spread: +9 | SpreadOdds: -106 | Total: O 230.5 | TotalOdds: -112; [6/2/2025 12:10:05 PM] Moneyline: +320 | Spread: +9 | SpreadOdds: -106 | Total: O 230.5 | TotalOdds: -112; [6/2/2025 4:09:55 PM] Moneyline: +320 | Spread: +9 | SpreadOdds: -106 | Total: O 231.5 | TotalOdds: -108; [6/2/2025 4:41:47 PM] Moneyline: +320 | Spread: +9 | SpreadOdds: -106 | Total: O 231.5 | TotalOdds: -108; [6/3/2025 1:41:58 PM] Moneyline: +320 | Spread: +9 | SpreadOdds: -106 | Total: O 231.5 | TotalOdds: -108; [6/3/2025 3:18:27 PM] Moneyline: +330 | Spread: +9 | SpreadOdds: -106 | Total: O 231.5 | TotalOdds: -108; [6/3/2025 3:25:13 PM] Moneyline: +330 | Spread: +9 | SpreadOdds: -106 | Total: O 231.5 | TotalOdds: -108; [6/5/2025 4:35:32 PM] Moneyline: +350 | Spread: +9.5 | SpreadOdds: -106 | Total: O 230.5 | TotalOdds: -106; [6/5/2025 5:10:50 PM] Moneyline: +360 | Spread: +9.5 | SpreadOdds: -106 | Total: O 230 | TotalOdds: -110; [6/5/2025 5:15:06 PM] Moneyline: +360 | Spread: +9.5 | SpreadOdds: -106 | Total: O 230 | TotalOdds: -110; [6/5/2025 5:20:06 PM] Moneyline: +360 | Spread: +9.5 | SpreadOdds: -106 | Total: O 230 | TotalOdds: -110; [6/5/2025 5:25:06 PM] Moneyline: +360 | Spread: +9.5 | SpreadOdds: -106 | Total: O 230 | TotalOdds: -110;

NHL,2025-06-05T00:00:06.000Z,Florida Panthers Edmonton Oilers,[6/2/2025 11:59:01 AM] Moneyline: +110 | Spread: +1.5 | SpreadOdds: -230 | Total: O 6.5 | TotalOdds: +110; [6/2/2025 12:00:05 PM] Moneyline: +110 | Spread: +1.5 | SpreadOdds: -230 | Total: O 6.5 | TotalOdds: +110; [6/2/2025 12:02:02 PM] Moneyline: +110 | Spread: +1.5 | SpreadOdds: -230 | Total: O 6.5 | TotalOdds: +110; [6/2/2025 12:05:05 PM] Moneyline: +110 | Spread: +1.5 | SpreadOdds: -230 | Total: O 6.5 | TotalOdds: +110; [6/2/2025 12:10:05 PM] Moneyline: +110 | Spread: +1.5 | SpreadOdds: -230 | Total: O 6.5 | TotalOdds: +110; [6/2/2025 4:09:56 PM] Moneyline: +110 | Spread: +1.5 | SpreadOdds: -230 | Total: O 6.5 | TotalOdds: +110; [6/2/2025 4:41:46 PM] Moneyline: +110 | Spread: +1.5 | SpreadOdds: -230 | Total: O 6.5 | TotalOdds: +110; [6/3/2025 1:41:57 PM] Moneyline: +110 | Spread: +1.5 | SpreadOdds: -230 | Total: O 6.5 | TotalOdds: +110; [6/3/2025 3:18:27 PM] Moneyline: +110 | Spread: +1.5 | SpreadOdds: -230 | Total: O 6.5 | TotalOdds: +110; [6/3/2025 3:25:13 PM] Moneyline: +110 | Spread: +1.5 | SpreadOdds: -230 | Total: O 6.5 | TotalOdds: +110;
NHL,2025-06-07T00:00:00.000Z,Florida Panthers Edmonton Oilers,[6/5/2025 4:35:32 PM] Moneyline: +104 | Spread: +1.5 | SpreadOdds: -245 | Total: O 6.5 | TotalOdds: +106; [6/5/2025 5:10:50 PM] Moneyline: +104 | Spread: +1.5 | SpreadOdds: -245 | Total: O 6.5 | TotalOdds: +106; [6/5/2025 5:15:05 PM] Moneyline: +104 | Spread: +1.5 | SpreadOdds: -245 | Total: O 6.5 | TotalOdds: +106; [6/5/2025 5:20:07 PM] Moneyline: +104 | Spread: +1.5 | SpreadOdds: -245 | Total: O 6.5 | TotalOdds: +106; [6/5/2025 5:25:06 PM] Moneyline: +104 | Spread: +1.5 | SpreadOdds: -245 | Total: O 6.5 | TotalOdds: +106;
